customer_id,region,age,num_site_visits,num_products_viewed,purchase_made,satisfaction_rating,customer_segment,preferred_channel,income,avg_spend_per_visit,discount_used,time_on_site_min,page_load_time_sec,browser,email_open_rate,clicked_ad,returned_product,membership_years,zipcode,tracking_cookie
365,Arequipa,29.0,5,15,No,Very Satisfied,Occasional,Phone,1607.92,222.62,No,9.1,1.74,Safari,0.91,1,Yes,3,02001,XYZ123
366,Cusco,53.0,5,8,No,Unsatisfied,Returning,Email,1279.75,171.03,Yes,9.6,2.79,Chrome,0.54,0,No,2,11001,XYZ123
367,LIMA ,20.0,1,9,No,Very Unsatisfied,Occasional,Phone,2264.78,214.14,No,9.9,1.5,Firefox,0.44,1,No,4,13001,XYZ123
368,lima,13.0,5,16,No,Unsatisfied,New,Email,1904.78,130.61,No,3.1,2.84,Chorme,0.42,0,Yes,6,02001,XYZ123
369,CUSCO,39.0,8,16,Yes,Neutral,Occasional,SMS,3062.06,248.38,Yes,9.0,5.67,Edge,0.89,0,Yes,3,15001,XYZ123
370,Ancash,29.0,6,11,No,Very Unsatisfied,New,Phone,3596.33,173.45,Yes,8.7,2.39,Safari,0.37,1,Yes,5,02001,XYZ123
371,LIMA ,24.0,2,13,No,Very Unsatisfied,Returning,In-store,2875.72,214.44,Yes,11.8,1.7,Safari,0.86,0,Yes,3,02001,XYZ123
372,Piura,42.0,5,11,No,Very Satisfied,Loyal,SMS,2431.93,210.51,No,7.7,2.75,Chrome,0.31,1,Yes,3,02001,XYZ123
373,Piura,37.0,5,8,No,Neutral,New,Phone,,101.98,Yes,15.9,2.88,Edge,0.53,1,No,1,15001,XYZ123
374,Lima,29.0,4,14,No,Very Satisfied,Loyal,SMS,99999.0,241.7,Yes,8.3,1.81,Edge,0.14,0,No,4,04001,XYZ123
375,lima,22.0,6,14,No,Satisfied,Loyal,In-store,1572.05,160.78,No,6.1,1.51,Firefox,0.83,1,Yes,2,02001,XYZ123
376,Arequipa,43.0,5,10,No,Unsatisfied,Loyal,Phone,2981.81,210.13,No,4.0,4.63,Chrome,0.74,1,Yes,7,04001,XYZ123
377,Ancash,41.0,6,12,Yes,Unsatisfied,Loyal,In-store,1635.35,129.51,No,5.9,3.6,Chrome,0.53,1,Yes,4,13001,XYZ123
378,Cusco,34.0,5,12,No,Very Satisfied,New,Phone,3392.94,176.03,No,4.8,2.42,Safari,0.03,1,Yes,2,13001,XYZ123
379,Cusco,53.0,4,4,No,Unsatisfied,Returning,Email,2209.4,218.16,No,7.4,1.61,Chrome,0.48,0,No,0,13001,XYZ123
380,Ancash,24.0,7,11,No,Unsatisfied,Occasional,SMS,3164.65,146.03,Yes,14.7,2.38,Firefox,0.23,0,No,4,11001,XYZ123
381,Junin,19.0,5,4,No,Satisfied,New,In-store,1321.38,148.77,Yes,2.2,1.53,Chrome,0.41,0,No,4,15001,XYZ123
382,Arequipa,28.0,7,10,Yes,Neutral,Returning,SMS,3159.01,206.25,Yes,2.4,2.3,IE,0.86,1,No,3,04001,XYZ123
383,LIMA ,34.0,6,12,No,Very Unsatisfied,Occasional,In-store,3590.02,191.62,No,7.1,5.48,IE,0.77,0,Yes,3,11001,XYZ123
384,CUSCO,37.0,4,8,No,Very Satisfied,Loyal,SMS,1474.74,217.47,Yes,2.5,3.29,Firefox,0.24,0,Yes,3,04001,XYZ123
385,Junin,32.0,8,11,Yes,Very Satisfied,Occasional,SMS,2409.2,,No,4.1,2.26,Safari,0.98,0,No,4,15001,XYZ123
386,CUSCO,38.0,4,10,Yes,Satisfied,Occasional,SMS,2767.91,232.07,No,9.4,3.82,Edge,0.9,1,Yes,1,02001,XYZ123
387,CUSCO,22.0,3,12,Yes,Satisfied,Returning,Email,2807.09,171.65,Yes,7.8,1.88,Chrome,0.53,0,No,3,11001,XYZ123
388,Junin,49.0,5,16,No,Very Unsatisfied,Occasional,Phone,2228.36,229.85,Yes,9.8,2.51,Safari,0.53,1,Yes,1,15001,XYZ123
389,Lima,34.0,10,11,No,Neutral,Loyal,Email,2087.33,154.66,No,10.4,0.77,Safari,0.9,0,Yes,2,11001,XYZ123
390,Piura,46.0,6,7,No,Very Satisfied,New,SMS,,169.45,No,13.4,4.53,Chrome,0.64,0,No,1,13001,XYZ123
391,CUSCO,38.0,4,10,No,Satisfied,New,In-store,2782.04,,Yes,9.5,2.76,Edge,0.54,1,Yes,4,11001,XYZ123
392,Junin,39.0,3,10,No,Very Satisfied,Returning,SMS,1998.08,174.28,Yes,12.8,2.02,Chrome,0.75,0,Yes,2,02001,XYZ123
393,Junin,40.0,3,21,Yes,Unsatisfied,Loyal,Phone,1839.97,141.44,No,8.4,3.78,Edge,0.24,1,Yes,2,02001,XYZ123
394,piura ,39.0,5,10,No,Very Satisfied,Loyal,Email,3469.1,286.51,No,9.6,1.74,Firefox,0.88,1,No,2,04001,XYZ123
395,La Libertad,41.0,2,9,No,,Occasional,Phone,2586.14,198.24,No,9.5,1.82,Edge,0.53,0,Yes,4,11001,XYZ123
396,Lima,48.0,6,8,No,Neutral,Returning,In-store,682.64,223.57,No,9.1,2.55,Safari,0.6,1,Yes,5,13001,XYZ123
397,lima,36.0,2,11,No,Very Satisfied,Loyal,Phone,3474.01,86.9,Yes,8.8,1.56,Firefox,0.09,1,Yes,4,02001,XYZ123
398,La Libertad,,5,11,No,Unsatisfied,Loyal,Email,2022.29,266.59,Yes,15.3,2.22,IE,0.31,1,No,6,04001,XYZ123
399,La Libertad,34.0,2,9,No,Neutral,Loyal,In-store,2553.39,332.31,No,10.8,2.76,Firefox,0.43,1,Yes,4,13001,XYZ123
400,Ancash,49.0,6,3,No,Satisfied,New,Phone,2799.89,262.11,No,6.2,2.87,Edge,0.41,0,Yes,3,13001,XYZ123
401,Piura,28.0,3,4,No,Very Satisfied,New,Email,1313.05,269.24,Yes,17.4,1.41,Firefox,0.78,1,No,7,13001,XYZ123
402,Junin,53.0,5,13,Yes,Unsatisfied,New,Email,2268.96,179.56,No,6.5,2.71,Firefox,0.28,1,Yes,2,15001,XYZ123
403,Piura,34.0,2,12,No,Satisfied,Occasional,SMS,3554.06,212.59,No,8.0,3.7,IE,0.18,0,Yes,5,02001,XYZ123
404,Arequipa,20.0,6,14,No,Very Satisfied,Occasional,Phone,3371.49,224.4,No,4.7,3.9,Edge,0.58,0,Yes,4,15001,XYZ123
405,Ancash,36.0,6,8,Yes,Unsatisfied,Occasional,In-store,2267.71,165.12,No,10.9,2.4,Safari,0.62,0,No,6,15001,XYZ123
406,lima,28.0,7,9,Yes,Satisfied,Loyal,SMS,3072.67,193.8,No,14.8,2.77,Firefox,0.12,1,Yes,5,02001,XYZ123
407,Piura,43.0,6,9,Yes,Neutral,New,Phone,3178.02,149.95,No,2.0,2.7,Chrome,0.0,1,Yes,4,11001,XYZ123
408,Cusco,28.0,6,12,No,Very Satisfied,Loyal,Phone,3137.2,180.22,Yes,6.9,1.33,Safari,0.92,1,No,3,04001,XYZ123
409,CUSCO,30.0,4,14,No,Very Satisfied,Loyal,In-store,1583.18,242.04,No,12.5,2.35,Firefox,0.08,1,No,2,02001,XYZ123
410,Arequipa,16.0,4,12,No,Neutral,Returning,SMS,,111.71,Yes,3.8,3.96,Safari,0.9,0,Yes,2,04001,XYZ123
411,Lima,30.0,7,7,No,Very Unsatisfied,Loyal,SMS,2128.93,247.66,Yes,10.3,3.97,Chrome,0.4,0,Yes,4,11001,XYZ123
412,lima,10.0,5,7,No,Satisfied,Occasional,In-store,2587.47,121.13,Yes,2.8,3.49,Safari,0.65,1,Yes,2,02001,XYZ123
413,Arequipa,19.0,5,10,No,Neutral,New,SMS,2218.98,202.62,No,9.6,0.19,Safari,0.19,1,No,1,13001,XYZ123
414,CUSCO,42.0,8,10,Yes,Very Satisfied,New,Email,2683.81,207.17,No,8.3,2.06,Chrome,0.82,1,Yes,2,02001,XYZ123
415,Ancash,42.0,4,8,No,Satisfied,Loyal,In-store,1808.59,228.64,No,21.3,3.56,Chrome,0.18,1,No,2,11001,XYZ123
416,CUSCO,39.0,2,7,No,Satisfied,Occasional,Phone,2319.9,190.97,Yes,11.0,5.05,Chrome,0.39,0,Yes,5,15001,XYZ123
417,La Libertad,25.0,3,9,Yes,Very Unsatisfied,Occasional,In-store,2646.21,147.77,Yes,0.7,2.98,IE,0.24,0,No,6,02001,XYZ123
418,CUSCO,34.0,4,10,No,Very Satisfied,Occasional,Email,3479.72,209.23,No,7.7,3.12,Chrome,0.84,0,No,6,13001,XYZ123
419,La Libertad,34.0,6,10,No,Unsatisfied,New,In-store,3383.14,308.63,No,11.3,2.86,Safari,0.86,0,No,1,02001,XYZ123
420,Ancash,23.0,9,13,Yes,Very Unsatisfied,Occasional,Phone,3423.64,199.28,Yes,6.3,1.43,Chrome,0.37,1,Yes,1,15001,XYZ123
421,LIMA ,50.0,3,10,Yes,Very Unsatisfied,Occasional,Phone,3194.92,155.93,Yes,6.2,3.42,Firefox,0.31,0,No,4,02001,XYZ123
422,La Libertad,43.0,5,12,Yes,Unsatisfied,Loyal,In-store,,176.64,Yes,6.4,1.17,Chrome,0.77,1,No,6,13001,XYZ123
423,Lima,32.0,3,7,No,,Returning,In-store,2267.89,207.51,No,10.2,2.9,Chrome,0.88,0,Yes,2,11001,XYZ123
424,CUSCO,35.0,2,10,No,,Occasional,Email,2373.79,186.57,Yes,3.0,3.11,Edge,0.62,0,No,6,13001,XYZ123
425,CUSCO,37.0,4,13,No,Satisfied,Loyal,Email,2340.85,179.62,Yes,5.8,3.06,Safari,0.93,1,No,6,11001,XYZ123
426,Lima,14.0,9,6,Yes,Neutral,Loyal,Phone,2451.1,266.37,Yes,12.1,1.44,Safari,0.38,0,Yes,8,13001,XYZ123
427,Cusco,32.0,4,11,No,Neutral,Occasional,SMS,1351.02,225.86,No,6.1,2.15,Firefox,0.15,0,No,1,04001,XYZ123
428,Junin,28.0,5,4,No,Very Unsatisfied,Returning,SMS,2711.81,194.07,No,5.8,3.83,IE,0.18,0,Yes,4,02001,XYZ123
429,LIMA ,24.0,8,12,Yes,Satisfied,New,SMS,2896.84,194.46,No,2.5,3.09,Edge,0.67,0,Yes,5,02001,XYZ123
430,lima,,8,14,No,Unsatisfied,Returning,SMS,,208.66,Yes,10.6,2.16,Firefox,0.41,1,Yes,2,15001,XYZ123
431,La Libertad,52.0,5,9,No,,Occasional,Phone,1094.13,,Yes,9.7,1.71,Firefox,0.16,0,No,1,04001,XYZ123
432,Lima,,3,13,No,Very Satisfied,Returning,SMS,2517.14,264.12,Yes,11.9,3.96,Safari,0.29,0,Yes,1,15001,XYZ123
433,Ancash,29.0,9,12,Yes,Satisfied,Loyal,SMS,1464.23,,Yes,7.5,3.04,Edge,0.53,0,No,3,02001,XYZ123
434,La Libertad,40.0,2,8,Yes,Very Satisfied,Loyal,In-store,2841.85,150.28,No,9.3,1.64,Safari,0.12,1,No,2,15001,XYZ123
435,Junin,,8,13,No,Very Satisfied,Returning,SMS,2595.45,172.19,Yes,9.2,2.77,IE,0.0,1,No,5,11001,XYZ123
436,Ancash,44.0,7,10,No,Very Unsatisfied,New,In-store,2673.9,156.22,Yes,2.3,2.03,Safari,0.92,0,No,2,04001,XYZ123
437,Arequipa,35.0,6,10,No,Satisfied,Returning,Phone,1651.17,123.7,No,17.4,3.36,Chrome,0.3,0,Yes,4,13001,XYZ123
438,CUSCO,28.0,9,10,No,Very Satisfied,Occasional,In-store,3509.27,270.53,Yes,11.9,4.5,Safari,0.22,0,Yes,4,11001,XYZ123
439,Arequipa,41.0,3,10,No,Satisfied,New,Email,2636.17,242.73,Yes,8.3,1.7,Chrome,0.7,1,No,3,13001,XYZ123
440,La Libertad,38.0,6,15,No,Neutral,Returning,In-store,1768.61,85.82,Yes,7.1,3.19,Firefox,0.85,0,No,3,15001,XYZ123
441,Junin,43.0,7,18,No,Very Satisfied,Returning,SMS,2963.71,210.9,No,13.3,3.17,Firfox,0.63,0,Yes,4,02001,XYZ123
442,LIMA ,41.0,7,11,No,Very Satisfied,New,In-store,2578.19,181.16,Yes,8.4,0.43,Chrome,0.25,1,Yes,3,11001,XYZ123
443,La Libertad,45.0,5,17,No,Satisfied,Returning,In-store,3969.53,175.2,No,11.7,4.0,IE,0.86,1,Yes,2,04001,XYZ123
444,Lima,29.0,5,12,No,Neutral,Occasional,Phone,2057.7,75.67,Yes,5.7,5.52,Safari,0.51,1,No,3,13001,XYZ123
445,Piura,48.0,1,8,No,Very Satisfied,Loyal,Phone,1501.97,198.74,No,4.5,3.17,Safari,0.38,0,Yes,4,11001,XYZ123
446,La Libertad,36.0,7,10,No,Very Unsatisfied,Occasional,SMS,2731.48,203.85,No,7.4,4.63,Firefox,0.6,0,Yes,0,02001,XYZ123
447,CUSCO,55.0,4,8,No,,Returning,Email,3309.78,141.16,No,8.0,1.49,Safari,0.7,0,Yes,1,04001,XYZ123
448,CUSCO,28.0,7,11,Yes,Satisfied,Loyal,Email,4358.38,281.14,Yes,9.7,2.14,Chrome,0.59,1,No,0,04001,XYZ123
449,La Libertad,52.0,5,10,No,Very Satisfied,New,In-store,5234.89,239.57,Yes,13.9,3.09,Firefox,0.92,0,Yes,3,13001,XYZ123
450,Ancash,36.0,5,9,No,Neutral,Occasional,Email,1258.36,146.68,No,12.4,1.98,IE,0.63,0,Yes,1,11001,XYZ123
451,Piura,28.0,3,9,No,Very Satisfied,New,Phone,2391.81,251.15,No,13.3,3.05,Firefox,0.88,1,Yes,5,11001,XYZ123
452,Lima,30.0,5,10,No,Unsatisfied,Loyal,SMS,1504.63,176.72,Yes,5.1,4.2,IE,0.59,1,No,3,04001,XYZ123
453,La Libertad,,5,10,No,Very Satisfied,Returning,SMS,2302.09,252.76,No,6.8,1.94,Edge,0.33,0,No,1,15001,XYZ123
454,Ancash,39.0,4,10,No,Unsatisfied,Loyal,Phone,4481.79,127.86,Yes,11.9,4.26,Chrome,0.53,1,Yes,4,04001,XYZ123
455,CUSCO,40.0,3,11,No,Very Unsatisfied,Loyal,SMS,1844.23,208.5,Yes,12.9,0.69,Chrome,0.09,0,No,4,02001,XYZ123
456,CUSCO,29.0,3,9,Yes,Satisfied,New,In-store,2482.44,139.19,No,11.0,2.32,IE,0.23,0,No,4,11001,XYZ123
457,Junin,34.0,5,11,No,Satisfied,Occasional,SMS,2035.31,158.13,No,5.7,2.76,Safari,0.77,0,Yes,4,13001,XYZ123
458,La Libertad,56.0,10,6,No,Neutral,Loyal,Email,1697.36,103.42,Yes,3.8,1.89,Safari,0.66,1,No,5,11001,XYZ123
459,Piura,52.0,2,8,No,Very Satisfied,Returning,SMS,3934.23,138.28,Yes,8.9,2.33,Edge,0.17,0,Yes,3,04001,XYZ123
460,Cusco,39.0,5,14,No,Very Unsatisfied,Loyal,SMS,1268.59,137.99,Yes,4.4,4.68,IE,0.44,1,No,4,02001,XYZ123
461,Piura,35.0,3,4,Yes,Unsatisfied,New,Phone,2433.99,131.73,No,9.8,4.49,Edge,0.14,1,No,5,15001,XYZ123
462,CUSCO,36.0,4,7,No,Neutral,Occasional,Phone,2570.37,209.43,Yes,13.0,3.86,IE,0.86,1,Yes,3,11001,XYZ123
463,CUSCO,41.0,6,13,No,Very Unsatisfied,Returning,Email,2473.56,111.69,No,8.8,4.25,Edge,0.11,1,Yes,3,04001,XYZ123
464,Arequipa,24.0,3,9,Yes,Very Unsatisfied,New,Phone,2247.43,214.94,No,2.8,2.26,IE,0.65,0,Yes,3,04001,XYZ123
465,CUSCO,32.0,4,12,No,Unsatisfied,Loyal,Email,3791.47,250.29,Yes,6.0,1.53,Chrome,0.61,1,No,5,04001,XYZ123
466,Lima,,4,12,No,,Loyal,In-store,810.5,155.55,No,11.5,2.03,Edge,0.47,0,No,5,02001,XYZ123
467,lima,38.0,5,5,Yes,Satisfied,Occasional,Email,,195.75,No,9.9,2.21,Edge,0.28,0,No,2,04001,XYZ123
468,La Libertad,41.0,8,9,Yes,Very Satisfied,New,SMS,2884.8,183.22,No,10.2,2.27,IE,0.4,0,No,3,04001,XYZ123
469,Piura,30.0,5,4,No,Neutral,New,Email,2729.59,179.42,No,15.1,3.63,Firefox,0.81,0,Yes,4,04001,XYZ123
470,lima,50.0,6,16,No,Very Satisfied,Occasional,In-store,1835.32,72.23,Yes,9.4,3.39,Firefox,0.76,1,Yes,1,11001,XYZ123
471,Ancash,22.0,3,9,No,Neutral,Returning,SMS,3464.02,143.66,Yes,9.3,2.79,Chrome,0.74,1,Yes,7,04001,XYZ123
472,Cusco,20.0,4,8,No,Very Unsatisfied,New,Email,3423.98,273.07,No,11.4,2.86,Safari,0.75,0,Yes,2,02001,XYZ123
473,Lima,37.0,5,6,No,Unsatisfied,Occasional,Phone,1807.13,216.19,No,3.3,4.31,Safari,0.14,0,Yes,1,11001,XYZ123
474,piura ,45.0,6,11,No,Unsatisfied,New,Phone,,187.93,No,6.2,1.45,Chrome,0.1,0,No,1,04001,XYZ123
475,Piura,51.0,7,8,No,Very Unsatisfied,Occasional,Phone,1387.12,98.96,No,5.0,3.95,Safari,0.86,1,No,1,15001,XYZ123
476,lima,30.0,5,16,No,Very Unsatisfied,Loyal,Email,2680.32,229.66,No,10.6,0.47,IE,0.84,1,Yes,3,02001,XYZ123
477,Cusco,45.0,2,15,Yes,Neutral,Loyal,Email,2537.43,154.42,Yes,4.3,2.32,Firefox,0.68,0,No,4,15001,XYZ123
478,Arequipa,34.0,6,12,No,Very Unsatisfied,New,In-store,2211.11,138.13,Yes,10.3,4.81,Chrome,0.61,0,No,5,02001,XYZ123
479,Lima,33.0,4,6,No,Neutral,New,SMS,4165.05,143.14,Yes,7.1,3.36,IE,0.37,0,No,5,15001,XYZ123
480,Lima,43.0,2,9,Yes,Very Satisfied,Loyal,SMS,2131.13,225.53,Yes,6.6,2.44,Chrome,0.22,1,Yes,5,04001,XYZ123
481,Arequipa,41.0,4,9,No,Unsatisfied,Returning,SMS,2650.0,196.45,No,11.6,4.1,Firefox,0.67,0,No,2,15001,XYZ123
482,piura ,19.0,2,5,No,Unsatisfied,Occasional,SMS,2344.56,243.23,No,2.7,3.71,Safari,0.91,1,Yes,5,15001,XYZ123
483,La Libertad,49.0,3,12,No,Unsatisfied,Returning,Email,4070.49,256.29,Yes,6.0,3.67,IE,0.44,1,No,5,02001,XYZ123
484,Arequipa,48.0,4,12,No,Very Satisfied,Returning,Email,908.27,163.03,Yes,19.7,2.76,Firefox,0.3,1,No,2,04001,XYZ123
485,Lima,28.0,7,12,No,Very Satisfied,Returning,In-store,2252.07,197.87,Yes,15.4,4.15,Chrome,0.27,0,Yes,1,02001,XYZ123
486,Lima,,5,15,No,Satisfied,Loyal,SMS,2991.4,184.85,No,0.7,2.23,Edge,0.02,1,Yes,5,04001,XYZ123
487,lima,39.0,5,9,Yes,Neutral,New,Email,2322.09,131.91,No,6.0,2.17,IE,0.52,1,Yes,7,13001,XYZ123
488,CUSCO,37.0,7,8,No,Neutral,Returning,Email,1456.53,139.1,No,8.3,5.25,Chrome,0.99,0,Yes,3,11001,XYZ123
489,piura ,29.0,9,11,No,Satisfied,Loyal,Email,2641.28,191.79,Yes,2.4,2.4,Chrome,0.82,0,No,2,11001,XYZ123
490,Cusco,28.0,7,8,No,Unsatisfied,Occasional,Email,1202.94,197.15,Yes,16.1,0.56,Firefox,0.9,0,Yes,7,02001,XYZ123
491,Arequipa,34.0,6,8,Yes,Neutral,New,SMS,3036.19,197.26,No,8.1,4.27,Chrome,0.62,1,Yes,2,04001,XYZ123
492,Cusco,46.0,6,6,No,Neutral,Occasional,SMS,2169.39,197.33,No,7.3,4.63,IE,0.48,1,No,2,15001,XYZ123
493,Arequipa,40.0,9,10,No,Unsatisfied,Returning,Email,2034.82,159.2,No,9.5,2.72,IE,0.99,0,No,1,11001,XYZ123
494,Ancash,31.0,2,11,No,Very Unsatisfied,New,Phone,3336.92,306.07,Yes,9.5,0.49,Chrome,0.45,1,No,5,02001,XYZ123
495,Lima,42.0,3,3,No,Very Unsatisfied,Returning,In-store,1697.42,,No,4.6,2.93,Firefox,0.92,0,Yes,1,02001,XYZ123
496,CUSCO,6.0,9,8,No,Satisfied,New,SMS,1266.03,171.22,No,13.3,5.49,IE,0.76,0,Yes,0,02001,XYZ123
497,lima,46.0,3,8,No,Very Satisfied,Returning,SMS,1771.61,220.12,Yes,8.6,3.24,Edge,0.33,1,No,2,04001,XYZ123
498,CUSCO,17.0,8,10,Yes,Neutral,Occasional,Phone,4137.6,157.44,No,13.2,3.92,Safari,0.5,1,No,3,02001,XYZ123
499,CUSCO,31.0,5,9,No,Neutral,Occasional,SMS,1697.05,201.34,No,5.7,3.99,Firefox,0.38,1,No,2,13001,XYZ123
500,CUSCO,23.0,4,8,Yes,Satisfied,Returning,Phone,2792.42,220.03,No,0.8,4.17,Firefox,0.14,1,Yes,4,15001,XYZ123
501,Cusco,22.0,9,10,No,Satisfied,New,Phone,3174.68,227.55,No,13.7,5.24,Safari,0.36,0,No,2,02001,XYZ123
502,Arequipa,46.0,2,4,No,Neutral,Occasional,Email,1748.2,137.13,Yes,11.0,4.3,Safari,0.89,0,Yes,5,04001,XYZ123
503,LIMA ,30.0,5,16,No,Unsatisfied,New,SMS,1749.24,351.45,No,12.7,2.9,IE,0.75,1,Yes,1,15001,XYZ123
504,Ancash,38.0,10,5,No,Unsatisfied,New,In-store,2644.13,259.09,Yes,12.9,1.66,Chrome,0.28,1,No,3,15001,XYZ123
505,Piura,34.0,5,12,No,Very Satisfied,Occasional,Phone,2680.26,301.63,No,8.1,3.52,Chrome,0.37,1,Yes,1,11001,XYZ123
506,CUSCO,39.0,4,13,Yes,Neutral,Loyal,In-store,3578.09,187.19,Yes,6.5,2.77,Edge,0.62,0,Yes,2,02001,XYZ123
507,La Libertad,35.0,7,7,No,Neutral,Loyal,Email,1884.61,212.34,No,7.6,3.86,Chrome,0.42,0,Yes,2,02001,XYZ123
508,Cusco,22.0,3,10,No,Neutral,New,SMS,2198.2,201.82,No,10.2,1.96,Edge,0.5,1,Yes,5,04001,XYZ123
509,piura ,44.0,6,5,No,Neutral,Occasional,Email,4770.72,172.65,Yes,9.1,2.64,Edge,0.7,0,Yes,2,13001,XYZ123
510,lima,30.0,3,10,No,Satisfied,Loyal,Email,1065.9,237.88,No,0.7,3.01,Firefox,0.47,0,Yes,5,13001,XYZ123
511,Piura,19.0,3,10,No,Very Unsatisfied,Returning,In-store,901.85,155.82,No,7.5,1.87,Firefox,0.19,0,No,2,11001,XYZ123
512,LIMA ,30.0,4,6,No,Neutral,New,In-store,1393.57,234.91,Yes,13.7,3.05,IE,0.52,0,Yes,2,13001,XYZ123
513,La Libertad,,1,12,Yes,Very Unsatisfied,Loyal,Phone,3381.28,175.1,No,8.0,3.94,Safari,0.36,1,No,2,04001,XYZ123
514,LIMA ,43.0,2,8,No,Unsatisfied,Occasional,SMS,2149.37,219.95,No,16.9,5.29,Safari,0.29,1,Yes,1,11001,XYZ123
515,Piura,31.0,4,8,No,Very Satisfied,Occasional,Email,2149.08,273.08,No,4.2,2.12,Edge,0.33,1,No,3,02001,XYZ123
516,CUSCO,,5,9,Yes,,New,Phone,1727.82,193.35,No,9.4,4.09,Safari,0.44,1,No,5,13001,XYZ123
517,La Libertad,31.0,8,9,No,Neutral,Occasional,Phone,3234.73,239.01,No,4.1,0.63,Edge,0.89,0,No,8,04001,XYZ123
518,LIMA ,55.0,7,12,No,Unsatisfied,Returning,Email,1405.96,174.55,Yes,4.6,2.99,Safari,0.73,1,Yes,2,04001,XYZ123
519,lima,38.0,7,14,No,Satisfied,Returning,Email,2034.8,140.93,Yes,4.6,3.08,IE,0.67,1,Yes,3,02001,XYZ123
520,Arequipa,39.0,2,9,No,Very Unsatisfied,Loyal,Phone,,283.09,No,16.8,3.98,Firefox,0.47,1,Yes,0,04001,XYZ123
521,Lima,45.0,6,16,No,Neutral,Occasional,Email,362.18,237.39,No,7.0,2.38,Firefox,0.0,1,Yes,3,11001,XYZ123
522,Arequipa,37.0,8,7,Yes,Satisfied,Returning,Email,2117.41,193.28,Yes,5.2,3.29,Edge,0.34,1,Yes,1,11001,XYZ123
523,Piura,32.0,6,13,Yes,Very Unsatisfied,New,In-store,2452.66,234.82,Yes,8.0,4.33,Safari,0.81,0,Yes,1,15001,XYZ123
524,Cusco,33.0,4,13,No,Satisfied,Occasional,SMS,1879.58,149.18,Yes,7.1,1.65,Chrome,0.39,1,No,2,02001,XYZ123
525,Lima,34.0,4,12,Yes,Unsatisfied,Loyal,Phone,2285.38,222.11,Yes,11.2,0.65,IE,0.56,0,Yes,3,04001,XYZ123
526,Ancash,34.0,4,7,No,,New,Email,2305.9,210.85,Yes,0.2,4.3,Safari,0.2,0,Yes,5,13001,XYZ123
527,lima,42.0,1,10,No,Unsatisfied,New,Phone,2393.58,232.53,Yes,4.2,1.8,Chrome,0.92,0,Yes,2,11001,XYZ123
528,Ancash,35.0,6,10,No,Very Satisfied,New,SMS,1656.76,282.09,No,11.4,3.55,IE,0.92,0,No,3,02001,XYZ123
529,La Libertad,42.0,8,13,No,Neutral,Returning,Phone,1610.81,272.41,No,6.0,5.34,IE,0.15,0,No,1,02001,XYZ123
530,Lima,34.0,7,14,No,Unsatisfied,New,Phone,2537.56,130.56,No,5.0,4.0,Firefox,0.72,0,No,1,11001,XYZ123
531,Ancash,35.0,7,14,No,Neutral,Returning,Phone,1319.13,100.24,No,4.8,1.83,Edge,0.08,1,No,5,15001,XYZ123
532,Ancash,15.0,6,7,No,Very Unsatisfied,New,In-store,2328.7,212.29,No,10.9,1.25,Safari,0.6,0,Yes,0,02001,XYZ123
533,LIMA ,44.0,6,12,No,Neutral,Returning,SMS,3808.39,208.47,Yes,10.7,2.07,IE,0.18,1,Yes,4,04001,XYZ123
534,Arequipa,38.0,4,14,No,Neutral,Occasional,SMS,2468.94,143.19,Yes,11.8,3.21,Safari,0.15,0,No,5,13001,XYZ123
535,LIMA ,44.0,3,7,Yes,Very Unsatisfied,Returning,Phone,1038.75,151.96,Yes,3.3,2.7,IE,0.0,0,No,5,13001,XYZ123
536,Lima,6.0,6,10,No,Unsatisfied,Returning,Phone,2643.85,161.48,Yes,3.1,4.63,Firefox,0.94,0,Yes,4,11001,XYZ123
537,Lima,55.0,3,11,No,Neutral,Occasional,SMS,3154.79,266.75,Yes,12.5,3.8,Edge,0.83,1,No,4,02001,XYZ123
538,Piura,33.0,10,7,No,Satisfied,New,Email,1863.75,176.38,Yes,8.8,2.12,Chrome,0.08,0,No,2,13001,XYZ123
539,LIMA ,46.0,100,14,No,,Occasional,In-store,2260.84,124.81,No,5.6,4.02,Chorme,0.6,0,No,4,02001,XYZ123
540,Junin,24.0,6,7,No,Unsatisfied,New,SMS,1797.85,196.78,No,7.4,4.81,Firefox,0.23,1,No,1,11001,XYZ123
541,piura ,41.0,6,9,No,Very Unsatisfied,Returning,Phone,2130.25,199.86,Yes,3.1,2.62,IE,0.26,0,Yes,4,15001,XYZ123
542,Arequipa,24.0,4,8,Yes,Unsatisfied,New,Email,1967.56,148.39,No,5.9,3.58,Firefox,0.87,0,No,2,13001,XYZ123
543,Lima,28.0,6,8,No,Very Satisfied,Returning,Email,2848.53,229.52,Yes,8.6,1.95,Edge,0.11,0,Yes,4,04001,XYZ123
544,Piura,54.0,5,9,Yes,Neutral,New,Email,3826.61,256.86,No,9.4,2.83,Chrome,0.6,1,No,7,11001,XYZ123
545,LIMA ,33.0,3,8,No,Neutral,Returning,In-store,2545.77,182.23,Yes,7.7,1.93,Safari,0.4,0,No,5,15001,XYZ123
546,Arequipa,37.0,2,12,No,Very Unsatisfied,Returning,In-store,1266.61,124.8,Yes,7.2,4.49,Chrome,0.19,0,Yes,2,04001,XYZ123
